
1,4951,1,none
2,2596,1,none
3,3354,1,none
4,1499,1,none
5,1964,1,none
6,2737,1,none
7,2885,1,none
8,3344,1,none
9,1631,1,none
10,3245,1,none
11,4083,1,none
12,4923,1,none
13,1827,1,none
14,3996,1,none
15,4785,1,none
16,3823,1,none
17,3928,1,none
18,4996,1,none
19,3527,1,none
20,3448,1,none
21,1311,1,none
22,1278,1,none
23,4763,1,none
24,2359,1,none
25,1166,1,none
26,1071,1,none
27,4156,1,none
28,985,1,none
29,2051,1,none
30,1937,1,none
31,1659,1,none
32,1972,1,none
33,3503,1,none
34,4786,1,none
35,2323,1,none
36,4890,1,none
37,1409,1,none
38,4647,1,none
39,2132,1,none
40,4624,1,none
41,3302,1,none
42,3086,1,none
43,4011,1,none
44,920,1,none
45,1241,1,none
46,1854,1,none
47,969,1,none
48,3873,1,none
49,3322,1,none
50,2955,1,none
51,4818,1,none
52,3931,1,none
53,4688,1,none
54,2390,1,none
55,2884,1,none
56,2071,1,none
57,2367,1,none
58,2838,1,none
59,1487,1,none
60,4025,1,none
61,4679,1,none
62,2430,1,none
63,1473,1,none
64,3611,1,none
65,2120,1,none
66,4688,1,none
67,2930,1,none
68,2315,1,none
69,4490,1,none
70,1900,1,none
71,2004,1,none
72,3451,1,none
73,3700,1,none
74,3865,1,none
75,2493,1,none
76,2166,1,none
77,2991,1,none
78,2103,1,none
79,4399,1,none
80,1238,1,none
81,4399,1,none
82,2122,1,none
83,1689,1,none
84,1782,1,none
85,2813,1,none
86,3876,1,none
87,2316,1,none
88,3373,1,none
89,4147,1,none
90,4126,1,none
91,2169,1,none
92,1575,1,none
93,3523,1,none
94,3892,1,none
95,4186,1,none
96,3805,1,none
97,4817,1,none
98,2241,1,none
99,4825,1,none
100,2829,1,none
101,1845,1,none
102,4011,1,none
103,3833,1,none
104,3808,1,none
105,4539,1,none
106,1154,1,none
107,3763,1,none
108,4856,1,none
109,2025,1,none
110,4820,1,none
111,2574,1,none
112,2097,1,none
113,4811,1,none
114,4470,1,none
115,1547,1,none
116,2246,1,none
117,2746,1,none
118,4720,1,none
119,3657,1,none
120,2705,1,none
121,2664,1,none
122,1036,1,none
123,1653,1,none
124,1009,1,none
125,1553,1,none
126,3030,1,none
127,4075,1,none
128,1437,1,none
129,3249,1,none
130,2725,1,none
131,4785,1,none
132,4246,1,none
133,3796,1,none
134,4829,1,none
135,4747,1,none
136,2349,1,none
137,3890,1,none
138,2888,1,none
139,3528,1,none
140,2897,1,none
141,4890,1,none
142,1742,1,none
143,3410,1,none
144,1588,1,none
145,1008,1,none
146,2533,1,none
147,1266,1,none
148,1672,1,none
149,2162,1,none
150,938,1,none
151,3130,1,none
152,3470,1,none
153,1897,1,none
154,3773,1,none
155,1335,1,none
156,3927,1,none
157,999,1,none
158,1365,1,none
159,4065,1,none
160,4633,1,none
161,2013,1,none
162,980,1,none
163,2312,1,none
164,2577,1,none
165,1321,1,none
166,4412,1,none
167,3707,1,none
168,2193,1,none
169,4135,1,none
170,4765,1,none
171,2643,1,none
172,1005,1,none
173,3028,1,none
174,2795,1,none
175,2344,1,none
176,4219,1,none
177,4324,1,none
178,981,1,none
179,4091,1,none
180,4332,1,none
181,1573,1,none
182,1107,1,none
183,2232,1,none
184,2262,1,none
185,4635,1,none
186,3741,1,none
187,1554,1,none
188,2918,1,none
189,2190,1,none
190,1019,1,none
191,4654,1,none
192,3182,1,none
193,2295,1,none
194,1507,1,none
195,3427,1,none
196,3075,1,none
197,2361,1,none
198,1015,1,none
199,1265,1,none
200,2887,1,none
201,3479,1,none
202,4827,1,none
203,4946,1,none
204,4707,1,none
205,1792,1,none
206,3349,1,none
207,3857,1,none
208,3757,1,none
209,4214,1,none
210,4380,1,none
211,1138,1,none
212,2882,1,none
213,1816,1,none
214,2157,1,none
215,4971,1,none
216,1785,1,none
217,1990,1,none
218,4999,1,none
219,4490,1,none
220,1014,1,none
221,2118,1,none
222,1609,1,none
223,2883,1,none
224,1358,1,none
225,2807,1,none
226,4443,1,none
227,4633,1,none
228,4325,1,none
229,3359,1,none
230,1590,1,none
231,2800,1,none
232,4987,1,none
233,1474,1,none
234,1138,1,none
235,4907,1,none
236,2706,1,none
237,4984,1,none
238,4390,1,none
239,3616,1,none
240,2383,1,none
241,975,1,none
242,2026,1,none
243,4540,1,none
244,2596,1,none
245,3347,1,none
246,1884,1,none
247,3787,1,none
248,1207,1,none
249,3710,1,none
250,2924,1,none
251,2349,1,none
252,1129,1,none
253,4405,1,none
254,4895,1,none
255,2105,1,none
256,3248,1,none
257,4124,1,none
258,1953,1,none
259,911,1,none
260,1497,1,none
261,2872,1,none
262,4238,1,none
263,3050,1,none
264,1442,1,none
265,4883,1,none
266,3949,1,none
267,2214,1,none
268,1136,1,none
269,4930,1,none
270,2371,1,none
271,4393,1,none
272,3946,1,none
273,2435,1,none
274,2622,1,none
275,1422,1,none
276,4752,1,none
277,1224,1,none
278,4781,1,none
279,3103,1,none
280,3895,1,none
281,1909,1,none
282,1282,1,none
283,2202,1,none
284,3721,1,none
285,4521,1,none
286,1028,1,none
287,2959,1,none
288,2379,1,none
289,3491,1,none
290,3909,1,none
291,4014,1,none
292,4124,1,none
293,2585,1,none
294,3940,1,none
295,4312,1,none
296,2832,1,none
297,1490,1,none
298,4754,1,none
299,3158,1,none
300,1878,1,none
301,4288,1,none
302,2415,1,none
303,1805,1,none
304,3403,1,none
305,3916,1,none
306,2453,1,none
307,1626,1,none
308,1413,1,none
309,1766,1,none
310,2157,1,none
311,3166,1,none
312,3654,1,none
313,4090,1,none
314,3699,1,none
315,4393,1,none
316,4590,1,none
317,3800,1,none
318,3799,1,none
319,3458,1,none
320,2246,1,none
321,1732,1,none
322,2788,1,none
323,2929,1,none
324,2124,1,none
325,3517,1,none
326,4096,1,none
327,3535,1,none
328,4452,1,none
329,4304,1,none
330,2936,1,none
331,929,1,none
332,4768,1,none
333,979,1,none
334,4515,1,none
335,950,1,none
336,1307,1,none
337,3293,1,none
338,1205,1,none
339,3047,1,none
340,1959,1,none
341,1768,1,none
342,3413,1,none
343,3978,1,none
344,1410,1,none
345,1968,1,none
346,3830,1,none
347,3439,1,none
348,2877,1,none
349,4263,1,none
350,4204,1,none
351,3723,1,none
352,2320,1,none
353,3929,1,none
354,2301,1,none
355,4594,1,none
356,4929,1,none
357,4643,1,none
358,1342,1,none
359,3244,1,none
360,4603,1,none
361,4276,1,none
362,4221,1,none
363,4686,1,none
364,4092,1,none
365,1675,1,none
366,3208,1,none
367,976,1,none
368,3552,1,none
369,4046,1,none
370,1456,1,none
371,1150,1,none
372,2442,1,none
373,3034,1,none
374,1694,1,none
375,4840,1,none
376,2133,1,none
377,3441,1,none
378,4082,1,none
379,1251,1,none
380,2701,1,none
381,1551,1,none
382,4850,1,none
383,4440,1,none
384,1184,1,none
385,4090,1,none
386,1482,1,none
387,3569,1,none
388,1061,1,none
389,1888,1,none
390,4449,1,none
391,2745,1,none
392,3382,1,none
393,1769,1,none
394,1591,1,none
395,2899,1,none
396,4954,1,none
397,4782,1,none
398,2699,1,none
399,4312,1,none
400,2125,1,none
401,3401,1,none
402,3233,1,none
403,4630,1,none
404,3397,1,none
405,3527,1,none
406,2729,1,none
407,2963,1,none
408,1516,1,none
409,3383,1,none
410,4299,1,none
411,3391,1,none
412,2922,1,none
413,1071,1,none
414,2039,1,none
415,3933,1,none
416,1316,1,none
417,1080,1,none
418,2270,1,none
419,1061,1,none
420,2168,1,none
421,4561,1,none
422,3628,1,none
423,3548,1,none
424,3345,1,none
425,983,1,none
426,2542,1,none
427,4387,1,none
428,1457,1,none
429,3901,1,none
430,4242,1,none
431,1536,1,none
432,3433,1,none
433,2900,1,none
434,3304,1,none
435,4060,1,none
436,1655,1,none
437,929,1,none
438,2860,1,none
439,3117,1,none
440,1741,1,none
441,4282,1,none
442,1005,1,none
443,3517,1,none
444,1600,1,none
445,2211,1,none
446,3132,1,none
447,3440,1,none
448,4976,1,none
449,1723,1,none
450,4480,1,none
451,3165,1,none
452,3514,1,none
453,1268,1,none
454,2335,1,none
455,1177,1,none
456,1273,1,none
457,1240,1,none
458,1877,1,none
459,4091,1,none
460,1681,1,none
461,963,1,none
462,3416,1,none
463,1856,1,none
464,1605,1,none
465,2491,1,none
466,3634,1,none
467,1191,1,none
468,2629,1,none
469,3209,1,none
470,4285,1,none
471,4589,1,none
472,4255,1,none
473,2859,1,none
474,2906,1,none
475,2033,1,none
476,4887,1,none
477,3486,1,none
478,2686,1,none
479,3154,1,none
480,4474,1,none
481,1556,1,none
482,4330,1,none
483,4541,1,none
484,1891,1,none
485,2204,1,none
486,1522,1,none
487,2241,1,none
488,1030,1,none
489,1823,1,none
490,4605,1,none
491,4137,1,none
492,2572,1,none
493,4038,1,none
494,4781,1,none
495,2312,1,none
496,2036,1,none
497,3415,1,none
498,2592,1,none
499,1163,1,none
500,1573,1,none
501,4592,1,none
502,4132,1,none
503,2580,1,none
504,4159,1,none
505,3407,1,none
506,4627,1,none
507,1591,1,none
508,1743,1,none
509,1956,1,none
510,2103,1,none
511,4736,1,none
512,3409,1,none
513,3998,1,none
514,4415,1,none
515,3718,1,none
516,3214,1,none
517,1091,1,none
518,2703,1,none
519,1363,1,none
520,1069,1,none
521,4291,1,none
522,4691,1,none
523,3141,1,none
524,4155,1,none
525,1913,1,none
526,2386,1,none
527,1413,1,none
528,4938,1,none
529,3943,1,none
530,935,1,none
531,4279,1,none
532,1202,1,none
533,4266,1,none
534,3948,1,none
535,3956,1,none
536,3534,1,none
537,2390,1,none
538,3396,1,none
539,3028,1,none
540,2570,1,none
541,1882,1,none
542,1133,1,none
543,4901,1,none
544,3369,1,none
545,3929,1,none
546,972,1,none
547,1104,1,none
